Application:, Trigno Discover (2.0.1.3)
Date/Time:, 24/07/2025 16:11:51
Collection Length (seconds):, 63.45
Avanti Sensor 5 (74128)
sensor mode: 66
ORIENTATION W Time Series (s), ORIENTATION W (Quaternions), ORIENTATION X Time Series (s), ORIENTATION X (Quaternions), ORIENTATION Y Time Series (s), ORIENTATION Y (Quaternions), ORIENTATION Z Time Series (s), ORIENTATION Z (Quaternions)
, 74.0741 Hz, , 74.0741 Hz, , 74.0741 Hz, , 74.0741 Hz
, 0.0135 s, , 0.0135 s, , 0.0135 s, , 0.0135 s, , Type, Name, Label, Time (s), , Pair, E1, E2, T1, T2, V1, V2, Sensor, Channel, Units, Delta T, RMS, PKPK, Peak Value, TPK, Integral
1.2825, 0.9455566, 1.2825, 0.1876221, 1.2825, 0.0776978, 1.2825, 0.2543335, , , , , , , , , , , , , , , , , , , , , , 
1.296, 0.9455566, 1.296, 0.1876221, 1.296, 0.0777588, 1.296, 0.2542725, , , , , , , , , , , , , , , , , , , , , , 
1.3095, 0.9455566, 1.3095, 0.1876831, 1.3095, 0.0776978, 1.3095, 0.2542114, , , , , , , , , , , , , , , , , , , , , , 
1.323, 0.9456177, 1.323, 0.1876221, 1.323, 0.0776978, 1.323, 0.2540894, , , , , , , , , , , , , , , , , , , , , , 
1.3365, 0.9456177, 1.3365, 0.1876221, 1.3365, 0.0777588, 1.3365, 0.2540894, , , , , , , , , , , , , , , , , , , , , , 
1.35, 0.9456177, 1.35, 0.187439, 1.35, 0.0779419, 1.35, 0.2541504, , , , , , , , , , , , , , , , , , , , , , 
1.3635, 0.9456177, 1.3635, 0.1873779, 1.3635, 0.0780029, 1.3635, 0.2541504, , , , , , , , , , , , , , , , , , , , , , 
1.377, 0.9456787, 1.377, 0.1873169, 1.377, 0.0780029, 1.377, 0.2541504, , , , , , , , , , , , , , , , , , , , , , 
1.3905, 0.9456787, 1.3905, 0.1873779, 1.3905, 0.0780029, 1.3905, 0.2540283, , , , , , , , , , , , , , , , , , , , , , 
1.404, 0.9456787, 1.404, 0.187439, 1.404, 0.078125, 1.404, 0.2539062, , , , , , , , , , , , , , , , , , , , , , 
1.4175, 0.9456787, 1.4175, 0.1873779, 1.4175, 0.078125, 1.4175, 0.2539062, , , , , , , , , , , , , , , , , , , , , , 
1.431, 0.9456787, 1.431, 0.1873169, 1.431, 0.078186, 1.431, 0.2540283, , , , , , , , , , , , , , , , , , , , , , 
1.4445, 0.9456177, 1.4445, 0.1873169, 1.4445, 0.078186, 1.4445, 0.2540894, , , , , , , , , , , , , , , , , , , , , , 
1.458, 0.9456177, 1.458, 0.1873169, 1.458, 0.0782471, 1.458, 0.2540894, , , , , , , , , , , , , , , , , , , , , , 
1.4715, 0.9456177, 1.4715, 0.1873169, 1.4715, 0.078186, 1.4715, 0.2541504, , , , , , , , , , , , , , , , , , , , , , 
1.485, 0.9456177, 1.485, 0.1872559, 1.485, 0.078125, 1.485, 0.2541504, , , , , , , , , , , , , , , , , , , , , , 
1.4985, 0.9456787, 1.4985, 0.1873169, 1.4985, 0.078125, 1.4985, 0.2540283, , , , , , , , , , , , , , , , , , , , , , 
1.512, 0.9456787, 1.512, 0.1872559, 1.512, 0.078125, 1.512, 0.2540894, , , , , , , , , , , , , , , , , , , , , , 
1.5255, 0.9456787, 1.5255, 0.1871948, 1.5255, 0.078125, 1.5255, 0.2541504, , , , , , , , , , , , , , , , , , , , , , 
1.539, 0.9456787, 1.539, 0.1871948, 1.539, 0.078125, 1.539, 0.2541504, , , , , , , , , , , , , , , , , , , , , , 
1.5525, 0.9456787, 1.5525, 0.1871948, 1.5525, 0.078186, 1.5525, 0.2541504, , , , , , , , , , , , , , , , , , , , , , 
1.566, 0.9456787, 1.566, 0.1871948, 1.566, 0.078186, 1.566, 0.2541504, , , , , , , , , , , , , , , , , , , , , , 
1.5795, 0.9456787, 1.5795, 0.1871338, 1.5795, 0.078125, 1.5795, 0.2540894, , , , , , , , , , , , , , , , , , , , , , 
1.593, 0.9456787, 1.593, 0.1871338, 1.593, 0.078125, 1.593, 0.2540894, , , , , , , , , , , , , , , , , , , , , , 
1.6065, 0.9456787, 1.6065, 0.1872559, 1.6065, 0.0780029, 1.6065, 0.2539673, , , , , , , , , , , , , , , , , , , , , , 
1.62, 0.9456787, 1.62, 0.1872559, 1.62, 0.0780029, 1.62, 0.2539673, , , , , , , , , , , , , , , , , , , , , , 
1.6335, 0.9457397, 1.6335, 0.1872559, 1.6335, 0.0778809, 1.6335, 0.2538452, , , , , , , , , , , , , , , , , , , , , , 
